==4308== NVPROF is profiling process 4308, command: WaldboostDetector_30.exe -iv 1920x1080.mp4 -bs 32 -dm ashared -lf 0
==4308== Warning: Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==4308== Profiling application: WaldboostDetector_30.exe -iv 1920x1080.mp4 -bs 32 -dm ashared -lf 0
==4308== Profiling result:
==4308== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Quadro K1000M (0)","wbd::gpu::detection::atomicshared::detect(__int64, __int64, unsigned int, unsigned int, wbd::Detection*, unsigned int*)",1,"achieved_occupancy","Achieved Occupancy",0.231225,0.231225,0.231225
"Quadro K1000M (0)","wbd::gpu::detection::atomicshared::detect(__int64, __int64, unsigned int, unsigned int, wbd::Detection*, unsigned int*)",1,"shared_replay_overhead","Shared Memory Replay Overhead",0.001320,0.001320,0.001320
"Quadro K1000M (0)","wbd::gpu::detection::atomicshared::detect(__int64, __int64, unsigned int, unsigned int, wbd::Detection*, unsigned int*)",1,"shared_load_throughput","Shared Memory Load Throughput",10.474213GB/s,10.474213GB/s,10.474213GB/s
"Quadro K1000M (0)","wbd::gpu::detection::atomicshared::detect(__int64, __int64, unsigned int, unsigned int, wbd::Detection*, unsigned int*)",1,"shared_store_throughput","Shared Memory Store Throughput",10.967951GB/s,10.967951GB/s,10.967951GB/s
